"ONTOLOGY"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"RichFactor"	"FoldEnrichment"	"zScore"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0038066"	"BP"	"GO:0038066"	"p38MAPK cascade"	"9/404"	"59/18888"	0.152542372881356	7.13173351233428	6.97380569539506	4.18400073667876e-06	0.000327921057737197	0.000258540966574047	"ZFP36/DUSP1/GADD45B/MAP1LC3A/ZFP36L1/ZC3H12A/PER1/GADD45A/EZR"	9
"GO:0002294"	"BP"	"GO:0002294"	"CD4-positive, alpha-beta T cell differentiation involved in immune response"	"10/404"	"76/18888"	0.131578947368421	6.15164147993747	6.65287150216231	4.86596070133526e-06	0.000370841792934305	0.000292380721911816	"JUNB/RELB/BRD2/BATF/ZC3H12A/NFKBID/RARA/STAT3/SOCS3/FOXP3"	10
"GO:0006596"	"BP"	"GO:0006596"	"polyamine biosynthetic process"	"5/404"	"13/18888"	0.384615384615385	17.981721249048	9.05490913459735	4.87949727545139e-06	0.000370841792934305	0.000292380721911816	"OAZ1/AMD1/AZIN1/ODC1/SAT1"	5
"GO:2000319"	"BP"	"GO:2000319"	"regulation of T-helper 17 cell differentiation"	"6/404"	"22/18888"	0.272727272727273	12.7506750675067	8.15283091440763	5.1495810571026e-06	0.000385526844513831	0.000303958775043747	"JUNB/BRD2/BATF/ZC3H12A/NFKBID/FOXP3"	6
"GO:0002287"	"BP"	"GO:0002287"	"alpha-beta T cell activation involved in immune response"	"10/404"	"77/18888"	0.12987012987013	6.07175003214607	6.59282357776914	5.48702380894816e-06	0.000398882774285275	0.000314488916097914	"JUNB/RELB/BRD2/BATF/ZC3H12A/NFKBID/RARA/STAT3/SOCS3/FOXP3"	10
"GO:0002293"	"BP"	"GO:0002293"	"alpha-beta T cell differentiation involved in immune response"	"10/404"	"77/18888"	0.12987012987013	6.07175003214607	6.59282357776914	5.48702380894816e-06	0.000398882774285275	0.000314488916097914	"JUNB/RELB/BRD2/BATF/ZC3H12A/NFKBID/RARA/STAT3/SOCS3/FOXP3"	10
"GO:0006979"	"BP"	"GO:0006979"	"response to oxidative stress"	"24/404"	"398/18888"	0.0603015075376884	2.81924473854421	5.42298497053115	5.58191200688281e-06	0.000399983866093203	0.000315357043757274	"HSPA1A/FOS/HSPA1B/NR4A2/GPX1/MAP1LC3A/TNFAIP3/KDM6B/SOD1/AREG/RHOB/SOD2/BTG1/PRNP/GPX4/NME2/SESN3/PLK3/ZC3H12A/CHCHD2/KLF4/JUN/PPP1R15B/SESN1"	24
"GO:2000278"	"BP"	"GO:2000278"	"regulation of DNA biosynthetic process"	"12/404"	"115/18888"	0.104347826086957	4.87851915626345	6.16768540683409	6.60597138884977e-06	0.000466697922344654	0.000367956034216584	"HSP90AB1/CDKN1A/RGCC/PTGES3/HSP90AA1/CCT4/MYC/NAF1/TCP1/NEK7/KLF4/NFATC1"	12
"GO:0043433"	"BP"	"GO:0043433"	"negative regulation of DNA-binding transcription factor activity"	"14/404"	"156/18888"	0.0897435897435897	4.1957349581112	5.92536585929976	6.78382490621579e-06	0.000470123274046007	0.000370656665111821	"TNFRSF4/TNFAIP3/NFKBIA/ID3/PRNP/DDIT3/CD200/ZC3H12A/KLF4/HES1/FOXP3/CEBPG/ID1/G3BP2"	14
"GO:0051131"	"BP"	"GO:0051131"	"chaperone-mediated protein complex assembly"	"6/404"	"23/18888"	0.260869565217391	12.1962978906586	7.94299247107007	6.84190570282267e-06	0.000470123274046007	0.000370656665111821	"HSPA1A/HSP90AB1/HSPD1/PTGES3/HSP90AA1/HSPA4"	6
"GO:0022409"	"BP"	"GO:0022409"	"positive regulation of cell-cell adhesion"	"21/404"	"325/18888"	0.0646153846153846	3.02092916984006	5.43303976180614	7.5850651960627e-06	0.000514144419235818	0.000405364010549183	"HSPH1/HSPD1/CD55/NR4A3/CD83/EBI3/BRD2/IL6ST/NFKBID/RARA/SOX4/ICOS/XBP1/IL2RA/HES1/FOXP3/CCR7/CD160/MAP3K8/YES1/NFAT5"	21
"GO:0070661"	"BP"	"GO:0070661"	"leukocyte proliferation"	"22/404"	"352/18888"	0.0625	2.9220297029703	5.38142892959127	7.82887104287434e-06	0.000523594895347436	0.000412814996604616	"JUNB/HSPD1/CDKN1A/CD55/TNFRSF4/TYROBP/NMB/PELI1/TNFAIP3/EBI3/NDFIP1/PRNP/AHR/IL6ST/MIF/ARG2/FCGR3A/SDC4/IL2RA/HES1/FOXP3/PTK2"	22
"GO:1902105"	"BP"	"GO:1902105"	"regulation of leukocyte differentiation"	"21/404"	"328/18888"	0.0640243902439024	2.99329872011591	5.38386940279126	8.72930312276519e-06	0.000576134006102502	0.00045423811401979	"FOS/JUNB/TYROBP/CD83/ZFP36L1/SOD1/NDFIP1/BRD2/MYC/NME2/BATF/ZC3H12A/NFKBID/RARA/SOX4/XBP1/IL2RA/BRAF/FOXP3/KLF10/IRF7"	21
"GO:0070841"	"BP"	"GO:0070841"	"inclusion body assembly"	"6/404"	"24/18888"	0.25	11.6881188118812	7.74576278733861	8.9586994783264e-06	0.000583595280302405	0.000460120764730995	"HSPA1A/DNAJB1/HSPA1B/DNAJB6/BAG3/HSPA2"	6
"GO:0043434"	"BP"	"GO:0043434"	"response to peptide hormone"	"25/404"	"438/18888"	0.0570776255707763	2.6685202766852	5.22329496478011	9.24976187145297e-06	0.000594830840348822	0.000468979154535072	"FOS/NR4A1/NR4A2/NR4A3/INSIG1/ZFP36L1/AREG/BTG1/NME2/SESN3/ERRFI1/EGR1/NUDC/SLC25A33/BAIAP2/CRY1/XBP1/TBC1D4/STAT3/SOCS3/SIK2/BRAF/BTG2/RANGAP1/PTK2"	25
"GO:0002697"	"BP"	"GO:0002697"	"regulation of immune effector process"	"23/404"	"385/18888"	0.0597402597402597	2.79300501478719	5.2549064308087	1.01826222688796e-05	0.000646532067097467	0.000509741663746576	"JUNB/HSPD1/CD55/TNFRSF4/TYROBP/NR4A3/ARID5A/NDFIP1/BRD2/AHR/SH2D1B/DNAJB9/MIF/BATF/ZC3H12A/NFKBID/RARA/XBP1/CADM1/CD177/FOXP3/CD160/ICAM1"	23
"GO:0071496"	"BP"	"GO:0071496"	"cellular response to external stimulus"	"21/404"	"335/18888"	0.0626865671641791	2.93075217969558	5.27127966171148	1.20290995100397e-05	0.000748819303179634	0.000590387417536701	"FOS/CDKN1A/HSPA8/NR4A2/MAP1LC3B/MAP1LC3A/PMAIP1/YWHAZ/SESN3/BAG3/ZC3H12A/SLC38A2/MAP1LC3B2/GADD45A/CRADD/XBP1/ATF3/SESN1/HSPA5/KLF10/GABARAP"	21
"GO:0008625"	"BP"	"GO:0008625"	"extrinsic apoptotic signaling pathway via death domain receptors"	"10/404"	"84/18888"	0.119047619047619	5.56577086280057	6.2001589987155	1.20921777427333e-05	0.000748819303179634	0.000590387417536701	"GPX1/TNFAIP3/DEDD2/PMAIP1/BAG3/CRADD/ATF3/DDX3X/GABARAP/ICAM1"	10
"GO:0032713"	"BP"	"GO:0032713"	"negative regulation of interleukin-4 production"	"4/404"	"8/18888"	0.5	23.3762376237624	9.35847870954762	1.34861998427086e-05	0.000824960712329591	0.000650419163145781	"CD83/NDFIP1/DDIT3/FOXP3"	4
"GO:0002286"	"BP"	"GO:0002286"	"T cell activation involved in immune response"	"12/404"	"124/18888"	0.0967741935483871	4.52443308847014	5.82118756720586	1.4355207909577e-05	0.000867538829812509	0.000683988790314278	"JUNB/RELB/FCER1G/BRD2/BATF/ZC3H12A/NFKBID/RARA/STAT3/SOCS3/FOXP3/ICAM1"	12
"GO:0050670"	"BP"	"GO:0050670"	"regulation of lymphocyte proliferation"	"17/404"	"237/18888"	0.0717299578059072	3.35355307682667	5.39040382266839	1.47386088505528e-05	0.000880105499933011	0.00069389665979357	"CDKN1A/CD55/TNFRSF4/TYROBP/PELI1/EBI3/NDFIP1/PRNP/AHR/IL6ST/MIF/ARG2/FCGR3A/SDC4/IL2RA/HES1/FOXP3"	17
"GO:0046632"	"BP"	"GO:0046632"	"alpha-beta T cell differentiation"	"12/404"	"125/18888"	0.096	4.48823762376238	5.78474370356754	1.55781909601152e-05	0.000919296539481622	0.000724795832039044	"JUNB/CD83/RELB/BRD2/BATF/ZC3H12A/NFKBID/RARA/STAT3/SOCS3/BRAF/FOXP3"	12
"GO:0002237"	"BP"	"GO:0002237"	"response to molecule of bacterial origin"	"22/404"	"369/18888"	0.0596205962059621	2.78741044836191	5.12628682768168	1.63554296647589e-05	0.000947638478574269	0.000747141308655151	"FOS/ZFP36/NR4A1/CD55/PELI1/TNFAIP3/ARID5A/HNRNPA0/NFKBIA/SOD2/PAF1/AHR/IRF8/MIF/ZC3H12A/RARA/XBP1/S100A14/NFKBIB/FOXP3/CCR7/CD14"	22
"GO:0031669"	"BP"	"GO:0031669"	"cellular response to nutrient levels"	"17/404"	"239/18888"	0.0711297071129707	3.32548987116285	5.34884263582842	1.64363133245537e-05	0.000947638478574269	0.000747141308655151	"FOS/CDKN1A/HSPA8/MAP1LC3B/MAP1LC3A/PMAIP1/YWHAZ/SESN3/ZC3H12A/SLC38A2/MAP1LC3B2/XBP1/ATF3/SESN1/HSPA5/KLF10/GABARAP"	17
"GO:0032944"	"BP"	"GO:0032944"	"regulation of mononuclear cell proliferation"	"17/404"	"241/18888"	0.0705394190871369	3.29789244484614	5.30771904182488	1.83062683076091e-05	0.0010384609953137	0.000818747997858135	"CDKN1A/CD55/TNFRSF4/TYROBP/PELI1/EBI3/NDFIP1/PRNP/AHR/IL6ST/MIF/ARG2/FCGR3A/SDC4/IL2RA/HES1/FOXP3"	17
"GO:0008637"	"BP"	"GO:0008637"	"apoptotic mitochondrial changes"	"11/404"	"107/18888"	0.102803738317757	4.80632923105395	5.8373142690501	1.84256436568819e-05	0.0010384609953137	0.000818747997858135	"HSPA1A/LMNA/HSPD1/GPX1/SOD2/PMAIP1/SLC25A4/MCL1/IER3/PIM2/SLC25A5"	11
"GO:0097193"	"BP"	"GO:0097193"	"intrinsic apoptotic signaling pathway"	"20/404"	"319/18888"	0.0626959247648903	2.93118967069121	5.14280675968292	1.93294703927771e-05	0.00107729581655744	0.00084936631889665	"HSPA1A/PPP1R15A/CDKN1A/DNAJA1/GPX1/HSPB1/SOD1/SOD2/UBB/PMAIP1/MYC/DDIT3/MIF/MCL1/IVNS1ABP/IER3/XBP1/MUC1/DDX3X/CYCS"	20
"GO:0045637"	"BP"	"GO:0045637"	"regulation of myeloid cell differentiation"	"16/404"	"218/18888"	0.073394495412844	3.43137433009356	5.3380434909806	1.97690521448873e-05	0.00108968753361269	0.000859136251108635	"HSPA1A/FOS/ZFP36/HSPA1B/TYROBP/ZFP36L1/NFKBIA/PITHD1/NDFIP1/PAF1/MYC/NME2/RARA/STAT3/KLF10/IRF7"	16
"GO:0031668"	"BP"	"GO:0031668"	"cellular response to extracellular stimulus"	"18/404"	"269/18888"	0.0669144981412639	3.12841841804998	5.19791490289611	2.12665398803317e-05	0.00114721310484925	0.000904490815688457	"FOS/CDKN1A/HSPA8/NR4A2/MAP1LC3B/MAP1LC3A/PMAIP1/YWHAZ/SESN3/ZC3H12A/SLC38A2/MAP1LC3B2/XBP1/ATF3/SESN1/HSPA5/KLF10/GABARAP"	18
"GO:0032496"	"BP"	"GO:0032496"	"response to lipopolysaccharide"	"21/404"	"348/18888"	0.0603448275862069	2.82127005804029	5.06971210498665	2.12700994320136e-05	0.00114721310484925	0.000904490815688457	"FOS/ZFP36/NR4A1/CD55/PELI1/TNFAIP3/ARID5A/HNRNPA0/NFKBIA/SOD2/PAF1/IRF8/MIF/ZC3H12A/RARA/XBP1/S100A14/NFKBIB/FOXP3/CCR7/CD14"	21
"GO:0090083"	"BP"	"GO:0090083"	"regulation of inclusion body assembly"	"5/404"	"17/18888"	0.294117647058824	13.7507280139779	7.7756405879683	2.18587815275035e-05	0.00116642178874423	0.00091963541096115	"HSPA1A/DNAJB1/HSPA1B/DNAJB6/HSPA2"	5
"GO:0043369"	"BP"	"GO:0043369"	"CD4-positive or CD8-positive, alpha-beta T cell lineage commitment"	"6/404"	"28/18888"	0.214285714285714	10.018387553041	7.06010660606798	2.33238444311638e-05	0.00123149898596545	0.000970943861804793	"BRD2/BATF/STAT3/SOCS3/BRAF/FOXP3"	6
"GO:0043370"	"BP"	"GO:0043370"	"regulation of CD4-positive, alpha-beta T cell differentiation"	"8/404"	"56/18888"	0.142857142857143	6.67892503536068	6.29196241006348	2.36546071269136e-05	0.00123595322238124	0.00097445569052428	"JUNB/CD83/BRD2/BATF/ZC3H12A/NFKBID/RARA/FOXP3"	8
"GO:0046635"	"BP"	"GO:0046635"	"positive regulation of alpha-beta T cell activation"	"9/404"	"73/18888"	0.123287671232877	5.76400379764004	6.0291433594652	2.48336253511154e-05	0.00128418004908448	0.00101247889792882	"HSPH1/CD55/CD83/EBI3/BRD2/NFKBID/RARA/FOXP3/CD160"	9
"GO:0030330"	"BP"	"GO:0030330"	"DNA damage response, signal transduction by p53 class mediator"	"9/404"	"74/18888"	0.121621621621622	5.68611185442869	5.97120709173535	2.77454080245864e-05	0.00142011190460536	0.00111965089095995	"CDKN1A/PMAIP1/PLK3/MIF/BATF/SOX4/CRADD/MUC1/PLK2"	9
"GO:0030099"	"BP"	"GO:0030099"	"myeloid cell differentiation"	"24/404"	"439/18888"	0.0546697038724374	2.55594397708564	4.87656473048854	2.81466246466787e-05	0.00142266955871303	0.00112166740789156	"HSPA1A/FOS/ZFP36/HSPA1B/JUNB/TYROBP/RELB/ZFP36L1/NFKBIA/PITHD1/NDFIP1/PAF1/MYC/IRF8/NME2/BATF/RARA/JMJD6/STAT3/SLC25A5/KLF10/CCR7/IRF7/CEBPG"	24
"GO:0051054"	"BP"	"GO:0051054"	"positive regulation of DNA metabolic process"	"19/404"	"301/18888"	0.0631229235880399	2.95115292260123	5.04480170168892	2.83626307558419e-05	0.00142266955871303	0.00112166740789156	"HSP90AB1/CDKN1A/RGCC/PTGES3/UBE2B/FUS/HSP90AA1/CCT4/MYC/NAF1/EPC1/TCP1/NEK7/KLF4/HNRNPAB/CCDC117/MORF4L2/NFATC1/CEBPG"	19
"GO:0050728"	"BP"	"GO:0050728"	"negative regulation of inflammatory response"	"15/404"	"201/18888"	0.0746268656716418	3.48899069011379	5.24476098040982	2.94904229510608e-05	0.00146231759437721	0.00115292688702996	"ZFP36/GPX1/TNFAIP3/SOD1/NDFIP1/AHR/CD200/IER3/KLF4/STAT3/IL2RA/SOCS3/PLK2/FOXP3/YES1"	15
"GO:0006595"	"BP"	"GO:0006595"	"polyamine metabolic process"	"5/404"	"18/18888"	0.277777777777778	12.986798679868	7.52190261904222	2.9736123330637e-05	0.00146231759437721	0.00115292688702996	"OAZ1/AMD1/AZIN1/ODC1/SAT1"	5
"GO:0045622"	"BP"	"GO:0045622"	"regulation of T-helper cell differentiation"	"7/404"	"43/18888"	0.162790697674419	7.61086806355054	6.4160662475206	3.22370038053747e-05	0.0015699107872598	0.00123775598668158	"JUNB/BRD2/BATF/ZC3H12A/NFKBID/RARA/FOXP3"	7
"GO:0042113"	"BP"	"GO:0042113"	"B cell activation"	"18/404"	"278/18888"	0.0647482014388489	3.02713868509153	5.03392644960703	3.29051616461744e-05	0.00158088095294503	0.00124640513309294	"HSPD1/CDKN1A/TNFRSF4/KLF6/TYROBP/PELI1/TNFAIP3/ZFP36L1/NDFIP1/AHR/IRF8/DNAJB9/MIF/BATF/XBP1/FOXP3/SLC25A5/CEBPG"	18
"GO:0000302"	"BP"	"GO:0000302"	"response to reactive oxygen species"	"15/404"	"203/18888"	0.0738916256157636	3.45461639760035	5.19827548929049	3.30926036800693e-05	0.00158088095294503	0.00124640513309294	"FOS/GPX1/MAP1LC3A/TNFAIP3/KDM6B/SOD1/AREG/RHOB/SOD2/SESN3/PLK3/KLF4/JUN/PPP1R15B/SESN1"	15
"GO:0002429"	"BP"	"GO:0002429"	"immune response-activating cell surface receptor signaling pathway"	"20/404"	"332/18888"	0.0602409638554217	2.81641417153764	4.9364635464978	3.4164857154023e-05	0.00161469670379103	0.00127306629651282	"SQSTM1/TYROBP/NR4A3/PELI1/TNFAIP3/NFKBIA/FCER1G/PRNP/NINJ1/ZC3H12A/NFKBID/EZR/S100A14/BRAF/FOXP3/CCR7/CD160/PTK2/YES1/CD14"	20
"GO:0030968"	"BP"	"GO:0030968"	"endoplasmic reticulum unfolded protein response"	"9/404"	"76/18888"	0.118421052631579	5.53647733194372	5.85844354259296	3.44442877403588e-05	0.00161469670379103	0.00127306629651282	"PPP1R15A/SERP1/RHBDD2/DDIT3/DNAJB9/XBP1/PPP1R15B/ATF3/HSPA5"	9
"GO:0002768"	"BP"	"GO:0002768"	"immune response-regulating cell surface receptor signaling pathway"	"21/404"	"360/18888"	0.0583333333333333	2.72722772277228	4.8917107853826	3.50171159504233e-05	0.0016263504963641	0.0012822544310501	"SQSTM1/TYROBP/NR4A3/PELI1/TNFAIP3/NFKBIA/FCER1G/PRNP/NINJ1/ZC3H12A/NFKBID/EZR/FCGR3A/S100A14/BRAF/FOXP3/CCR7/CD160/PTK2/YES1/CD14"	21
"GO:0002833"	"BP"	"GO:0002833"	"positive regulation of response to biotic stimulus"	"22/404"	"390/18888"	0.0564102564102564	2.63731911652704	4.83033710910326	3.79726425750519e-05	0.00173514575238419	0.00136803126662205	"HSPA1A/HSPA1B/HSPD1/SQSTM1/HSPA8/TYROBP/PELI1/HSP90AA1/TNFAIP3/NFKBIA/NINJ1/SH2D1B/MIF/PCBP2/PPP2CA/NEK7/CADM1/S100A14/DDX3X/IRF7/CD160/CD14"	22
"GO:0097191"	"BP"	"GO:0097191"	"extrinsic apoptotic signaling pathway"	"16/404"	"230/18888"	0.0695652173913043	3.25234610417564	5.08090053459954	3.80514419382497e-05	0.00173514575238419	0.00136803126662205	"HSPA1A/LMNA/HSPA1B/GPX1/TNFAIP3/DEDD2/PMAIP1/BAG3/MCL1/CRADD/ATF3/KRT18/DDX3X/GABARAP/ICAM1/TNFRSF12A"	16
"GO:0006977"	"BP"	"GO:0006977"	"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest"	"5/404"	"19/18888"	0.263157894736842	12.3032829598749	7.28754334102012	3.96499807309787e-05	0.0017917504805999	0.00141265981608617	"CDKN1A/PLK3/CRADD/MUC1/PLK2"	5
"GO:0002819"	"BP"	"GO:0002819"	"regulation of adaptive immune response"	"15/404"	"207/18888"	0.072463768115942	3.38786052518295	5.10702826382564	4.14776189510918e-05	0.0018426528924144	0.00145279252010427	"JUNB/HSPD1/CD55/TNFAIP3/ARID5A/NDFIP1/BRD2/AHR/IL6ST/BATF/ZC3H12A/NFKBID/FOXP3/IRF7/CD160"	15
"GO:0002699"	"BP"	"GO:0002699"	"positive regulation of immune effector process"	"17/404"	"257/18888"	0.066147859922179	3.09257618368841	4.9934873003666	4.15111197852525e-05	0.0018426528924144	0.00145279252010427	"HSPD1/CD55/TNFRSF4/TYROBP/NR4A3/ARID5A/BRD2/SH2D1B/DNAJB9/MIF/NFKBID/RARA/XBP1/CADM1/CD177/FOXP3/CD160"	17
"GO:0045089"	"BP"	"GO:0045089"	"positive regulation of innate immune response"	"21/404"	"365/18888"	0.0575342465753425	2.68986843889868	4.81967613869301	4.27851166769412e-05	0.00188254513378541	0.00148424453698309	"HSPA1A/HSPA1B/HSPD1/SQSTM1/HSPA8/TYROBP/PELI1/HSP90AA1/TNFAIP3/NFKBIA/NINJ1/SH2D1B/PCBP2/PPP2CA/NEK7/CADM1/S100A14/DDX3X/IRF7/CD160/CD14"	21
"GO:0042149"	"BP"	"GO:0042149"	"cellular response to glucose starvation"	"7/404"	"45/18888"	0.155555555555556	7.27260726072607	6.2280705290953	4.37588028308264e-05	0.00190864482608196	0.00150482217149121	"PMAIP1/YWHAZ/SESN3/ZC3H12A/XBP1/SESN1/HSPA5"	7
"GO:0043484"	"BP"	"GO:0043484"	"regulation of RNA splicing"	"14/404"	"186/18888"	0.0752688172043011	3.51900351325455	5.10405577794691	4.92776879420485e-05	0.00213083519583892	0.00168000248274298	"HSPA1A/EIF1/SRSF2/FUS/CIRBP/SF1/RPS13/RBM8A/SLC38A2/SRSF7/JMJD6/HNRNPLL/CCNL1/GRSF1"	14
"GO:0042255"	"BP"	"GO:0042255"	"ribosome assembly"	"8/404"	"62/18888"	0.129032258064516	6.03257745129352	5.8678834313268	5.03522634875816e-05	0.00213593590565305	0.00168402400687033	"RPS28/RPS15/RPS5/EIF5/RPLP0/NGRN/SBDS/DDX3X"	8
"GO:0045785"	"BP"	"GO:0045785"	"positive regulation of cell adhesion"	"25/404"	"485/18888"	0.0515463917525773	2.40992140451159	4.65045721124629	5.04725134380119e-05	0.00213593590565305	0.00168402400687033	"HSPH1/HSPD1/CD55/NR4A3/CD83/TNFRSF18/EBI3/MYADM/BRD2/IL6ST/NFKBID/RARA/SDC4/SOX4/ICOS/XBP1/IL2RA/HES1/BRAF/FOXP3/CCR7/CD160/MAP3K8/YES1/NFAT5"	25
"GO:2000516"	"BP"	"GO:2000516"	"positive regulation of CD4-positive, alpha-beta T cell activation"	"7/404"	"46/18888"	0.152173913043478	7.1145071028842	6.13834173264961	5.06731205687227e-05	0.00213593590565305	0.00168402400687033	"CD55/CD83/BRD2/NFKBID/RARA/FOXP3/CD160"	7
"GO:0070665"	"BP"	"GO:0070665"	"positive regulation of leukocyte proliferation"	"13/404"	"164/18888"	0.0792682926829268	3.70598889157208	5.14544345575053	5.35608554051183e-05	0.00223884375593394	0.00176515906804412	"CDKN1A/CD55/TNFRSF4/NMB/PELI1/EBI3/IL6ST/MIF/FCGR3A/IL2RA/HES1/FOXP3/PTK2"	13
"GO:0071383"	"BP"	"GO:0071383"	"cellular response to steroid hormone stimulus"	"15/404"	"213/18888"	0.0704225352112676	3.29242783433273	4.97427008525293	5.75565888483959e-05	0.00238598222862441	0.00188116663160873	"HSPA1A/ZFP36/HSPA1B/DNAJA1/HSPA8/PTGES3/NR4A3/ZFP36L1/FKBP4/PER1/ERRFI1/SCGB2A2/CRY1/CYP7B1/ATP1A1"	15
"GO:0031348"	"BP"	"GO:0031348"	"negative regulation of defense response"	"18/404"	"291/18888"	0.0618556701030928	2.8919056854139	4.80837935770995	5.96856227585512e-05	0.00244683057814197	0.00192914095569533	"ZFP36/GPX1/TNFAIP3/SOD1/NDFIP1/YWHAZ/AHR/CD200/IER3/PCBP2/ARG2/KLF4/STAT3/IL2RA/SOCS3/PLK2/FOXP3/YES1"	18
"GO:0062207"	"BP"	"GO:0062207"	"regulation of pattern recognition receptor signaling pathway"	"13/404"	"166/18888"	0.0783132530120482	3.66133842299893	5.0915758802336	6.07048375639389e-05	0.00244683057814197	0.00192914095569533	"HSPA1A/HSPA1B/SQSTM1/HSPA8/PELI1/TNFAIP3/NINJ1/PCBP2/PPP2CA/NEK7/DDX3X/IRF7/CD14"	13
"GO:0071216"	"BP"	"GO:0071216"	"cellular response to biotic stimulus"	"17/404"	"265/18888"	0.0641509433962264	2.99921539323744	4.84542521695137	6.08529659917387e-05	0.00244683057814197	0.00192914095569533	"ZFP36/CD55/TNFAIP3/ARID5A/NFKBIA/PAF1/DDIT3/AHR/IRF8/MIF/ZC3H12A/RARA/XBP1/PPP1R15B/NFKBIB/HSPA5/CD14"	17
"GO:0042542"	"BP"	"GO:0042542"	"response to hydrogen peroxide"	"10/404"	"101/18888"	0.099009900990099	4.62895794529948	5.40615007221351	6.09756423978759e-05	0.00244683057814197	0.00192914095569533	"GPX1/MAP1LC3A/TNFAIP3/KDM6B/SOD1/AREG/RHOB/SOD2/KLF4/PPP1R15B"	10
"GO:0062208"	"BP"	"GO:0062208"	"positive regulation of pattern recognition receptor signaling pathway"	"8/404"	"64/18888"	0.125	5.84405940594059	5.73875498791299	6.35085961079867e-05	0.00252824696887033	0.00199333162554475	"HSPA1A/HSPA1B/PELI1/NINJ1/PPP2CA/NEK7/DDX3X/CD14"	8
"GO:0045619"	"BP"	"GO:0045619"	"regulation of lymphocyte differentiation"	"15/404"	"215/18888"	0.0697674418604651	3.26180059866452	4.9310645629217	6.4014903932917e-05	0.00252833667816938	0.00199340235454595	"JUNB/CD83/ZFP36L1/SOD1/NDFIP1/BRD2/BATF/ZC3H12A/NFKBID/RARA/SOX4/XBP1/IL2RA/BRAF/FOXP3"	15
"GO:0051347"	"BP"	"GO:0051347"	"positive regulation of transferase activity"	"21/404"	"376/18888"	0.0558510638297872	2.61117547925005	4.66535061797978	6.55296524843758e-05	0.00256794325673148	0.00202462914789309	"HSP90AB1/CDKN1A/RGCC/PTGES3/HSP90AA1/CCT4/PRNP/MYC/NAF1/CD200/SNX9/CALM1/TCP1/PPP2CA/NEK7/TRAF4/KLF4/UBE2S/DDX3X/CCR7/PTK2"	21
"GO:0048872"	"BP"	"GO:0048872"	"homeostasis of number of cells"	"19/404"	"322/18888"	0.0590062111801242	2.75868642764898	4.70577726929136	7.05313557102495e-05	0.00272657539520457	0.00214969859812464	"HSPA1A/ZFP36/HSPA1B/TSC22D3/TNFAIP3/ZFP36L1/SOD1/PMAIP1/MIF/SLC40A1/PPP2CA/SOX4/JMJD6/STAT3/IL2RA/FOXP3/SLC25A5/CCR7/CEBPG"	19
"GO:0045936"	"BP"	"GO:0045936"	"negative regulation of phosphate metabolic process"	"21/404"	"378/18888"	0.0555555555555556	2.5973597359736	4.63788116313081	7.06648328103257e-05	0.00272657539520457	0.00214969859812464	"PPP1R15A/DUSP1/CDKN1A/DNAJA1/HSPB1/MYADM/PRNP/DYNLL1/ZC3H12A/CALM1/IER3/PPP2CA/ERRFI1/GADD45A/GPRC5A/CADM1/PPP1R15B/PTPN13/STAT3/SOCS3/INPP5F"	21
"GO:0010563"	"BP"	"GO:0010563"	"negative regulation of phosphorus metabolic process"	"21/404"	"379/18888"	0.0554089709762533	2.5905065440581	4.62421246862165	7.33643697419935e-05	0.0028091273177545	0.00221478454898087	"PPP1R15A/DUSP1/CDKN1A/DNAJA1/HSPB1/MYADM/PRNP/DYNLL1/ZC3H12A/CALM1/IER3/PPP2CA/ERRFI1/GADD45A/GPRC5A/CADM1/PPP1R15B/PTPN13/STAT3/SOCS3/INPP5F"	21
"GO:0002360"	"BP"	"GO:0002360"	"T cell lineage commitment"	"6/404"	"34/18888"	0.176470588235294	8.25043680838672	6.25570228032052	7.47061526648806e-05	0.00283883380126546	0.00223820586572533	"BRD2/BATF/STAT3/SOCS3/BRAF/FOXP3"	6
"GO:1990830"	"BP"	"GO:1990830"	"cellular response to leukemia inhibitory factor"	"10/404"	"104/18888"	0.0961538461538462	4.495430312262	5.28442174230946	7.82684929593586e-05	0.00295184030589581	0.00232730295249949	"CACYBP/B3GNT2/RNF138/PTP4A3/SRSF7/KLF4/MAT2A/SOCS3/SLC25A5/ICAM1"	10
"GO:0002218"	"BP"	"GO:0002218"	"activation of innate immune response"	"18/404"	"298/18888"	0.0604026845637584	2.82397501495116	4.69203793756348	8.09433341439621e-05	0.00302993853780682	0.00238887750494003	"HSPA1A/HSPA1B/HSPD1/SQSTM1/HSPA8/TYROBP/PELI1/HSP90AA1/TNFAIP3/NFKBIA/NINJ1/PCBP2/PPP2CA/NEK7/S100A14/DDX3X/IRF7/CD14"	18
"GO:0031647"	"BP"	"GO:0031647"	"regulation of protein stability"	"19/404"	"326/18888"	0.0582822085889571	2.72483751442629	4.64428430794911	8.30582381990677e-05	0.00308607498375203	0.00243313684923117	"HSPA1A/LMNA/HSPA1B/HSP90AB1/HSPD1/HSPA8/PTGES3/UBE2B/TYROBP/HSP90AA1/CCT4/PRNP/BAG3/TCP1/PIM2/SOX4/DNAAF2/CMTM6/CDKN2AIP"	19
